#          sample     71         0  0
ID         z_min      z_max      d  E(B-V)  F435W_host  F435W_err_host  F606W_host  F606W_err_host  F775W_host  F775W_err_host  F814W_host  F814W_err_host  F850LP_host  F850LP_err_host  F105W_host  F105W_err_host  F110W_host  F110W_err_host  F125W_host  F125W_err_host  F140W_host  F140W_err_host  F160W_host  F160W_err_host  F435W_point  F435W_err_point  F606W_point  F606W_err_point  F775W_point  F775W_err_point  F814W_point  F814W_err_point  F850LP_point  F850LP_err_point  F105W_point  F105W_err_point  F110W_point  F110W_err_point  F125W_point  F125W_err_point  F140W_point  F140W_err_point  F160W_point  F160W_err_point  GALEX.FUV_total  GALEX.FUV_err_total  GALEX.NUV_total  GALEX.NUV_err_total  SLOAN.SDSS.u_total  SLOAN.SDSS.u_err_total  SLOAN.SDSS.g_total  SLOAN.SDSS.g_err_total  SLOAN.SDSS.r_total  SLOAN.SDSS.r_err_total  SLOAN.SDSS.i_total  SLOAN.SDSS.i_err_total  SLOAN.SDSS.z_total  SLOAN.SDSS.z_err_total  PS1.g_total  PS1.g_err_total  PS1.r_total  PS1.r_err_total  PS1.i_total  PS1.i_err_total  PS1.z_total  PS1.z_err_total  PS1.y_total  PS1.y_err_total  WFPC2-PC.F300W_total  WFPC2-PC.F300W_err_total  WFPC2-PC.F450W_total  WFPC2-PC.F450W_err_total  ACS_WFC.F435W_total  ACS_WFC.F435W_err_total  ACS_WFC.F606W_total  ACS_WFC.F606W_err_total  ACS_WFC.F775W_total  ACS_WFC.F775W_err_total  ACS_WFC.F814W_total  ACS_WFC.F814W_err_total  ACS_WFC.F850LP_total  ACS_WFC.F850LP_err_total  WFC3_UVIS1.F225W_total  WFC3_UVIS1.F225W_err_total  WFC3_UVIS1.F275W_total  WFC3_UVIS1.F275W_err_total  WFC3_UVIS1.F336W_total  WFC3_UVIS1.F336W_err_total  WFC3_IR.F098M_total  WFC3_IR.F098M_err_total  WFC3_IR.F105W_total  WFC3_IR.F105W_err_total  WFC3_IR.F110W_total  WFC3_IR.F110W_err_total  WFC3_IR.F125W_total  WFC3_IR.F125W_err_total  WFC3_IR.F140W_total  WFC3_IR.F140W_err_total  WFC3_IR.F160W_total  WFC3_IR.F160W_err_total  VISTA.Y_total  VISTA.Y_err_total  VISTA.J_total  VISTA.J_err_total  VISTA.H_total  VISTA.H_err_total  VISTA.Ks_total  VISTA.Ks_err_total  UFTI.Y_total  UFTI.Y_err_total  UFTI.J_total  UFTI.J_err_total  UFTI.H_total  UFTI.H_err_total  UFTI.K_total  UFTI.K_err_total  WISE.W1_total  WISE.W1_err_total  WISE.W2_total  WISE.W2_err_total  WISE.W3_total  WISE.W3_err_total  WISE.W4_total  WISE.W4_err_total  IRAC.I1_total  IRAC.I1_err_total  IRAC.I2_total  IRAC.I2_err_total  IRAC.I3_total  IRAC.I3_err_total  IRAC.I4_total  IRAC.I4_err_total  MIPS.24mu_total  MIPS.24mu_err_total  Pacs.red_total  Pacs.red_err_total  Pacs.blue_total  Pacs.blue_err_total  Pacs.green_total  Pacs.green_err_total  SPIRE.PSW_total  SPIRE.PSW_err_total  SPIRE.PMW_total  SPIRE.PMW_err_total  SPIRE.PLW_total  SPIRE.PLW_err_total
cid_597    1.272449   1.272449   0  0       -999.0      -999.0          -999.0      -999.0          -999.0      -999.0          0.572209    0.0821          -999.0       -999.0           -999.0      -999.0          -999.0      -999.0          -999.0      -999.0          -999.0      -999.0          -999.0      -999.0          -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           11.07083878  0.12193498       -999.0        -999.0            -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           2.144423         0.2866052            4.63727          0.3880464            7.967723396         1.237989007             6.567956215         0.487759351             10.72067792         0.741517666             10.30590771         1.141239118             6.547601642         4.438856831             -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           4.456870369           0.089137407               -999.0                -999.0                    -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   10.7524157           0.215048314              -999.0                -999.0                    -999.0                  -999.0                      -999.0                  -999.0                      -999.0                  -999.0                      -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   -999           -999               -999.0         -999.0             -999.0         -999.0             -999.0          -999.0              -999.0        -999.0            23.02564735   3.033490884       -999.0        -999.0            -999.0        -999.0            59.32342939    6.288283515        72.51473245    12.40001925        344.5293691    170.5420377        2366.062699    -2366.062699       53.5           0.281              81.5           0.445              87.7           1.6                163.0          2.63               475              11.5                 -999.0          -999.0              -999.0           -999.0               -999.0            -999.0                9341.74          3410.57              9190.55          6562.27              9375.21          5095.34
cid_607    1.294432   1.294432   0  0       -999.0      -999.0          -999.0      -999.0          -999.0      -999.0          0.937082    0.0909          -999.0       -999.0           -999.0      -999.0          -999.0      -999.0          3.198719    0.273343        -999.0      -999.0          -999.0      -999.0          -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           27.93552446  0.260328701      -999.0        -999.0            -999.0       -999.0           -999.0       -999.0           25.90095243  0.283978429      -999.0       -999.0           -999.0       -999.0           10.24922         0.3924517            10.05924         0.1965299            21.02975673         1.204187424             24.13694211         0.51388129              34.46341017         0.787967275             38.61519648         1.089259393             35.73800036         4.598980315             -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0                -999.0                    -999.0                -999.0                    -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   26.80319073          0.536063815              -999.0                -999.0                    -999.0                  -999.0                      -999.0                  -999.0                      -999.0                  -999.0                      -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   -999           -999               -999.0         -999.0             -999.0         -999.0             -999.0          -999.0              32.02030386   2.880034211       29.73187162   3.293607543       48.32571061   5.898104655       42.7880652    6.083435958       73.25314058    6.37302323         116.526915     13.05101448        355.8166356    171.859435         3571.299302    -3571.299302       93.7           0.299              136.0          0.468              190.0          1.59               279.0          2.61               751              11.5                 -999.0          -999.0              5846.5           1582.7               -999.0            -999.0                -999.0           -999.0               -999.0           -999.0               -999.0           -999.0
cid_644    0.9849668  0.9849668  0  0       -999.0      -999.0          -999.0      -999.0          -999.0      -999.0          1.664253    0.171287        -999.0       -999.0           -999.0      -999.0          -999.0      -999.0          -999.0      -999.0          -999.0      -999.0          12.936122   0.536583        -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           23.40168025  0.395652325      -999.0        -999.0            -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           11.7196434   0.54752004       -999.0           -999.0               14.37769         0.2178881            25.72825011         1.227714017             27.92172522         0.52856859              33.0465593          0.750906392             27.42699636         1.088082154             27.14977588         4.569975166             -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0                -999.0                    -999.0                -999.0                    -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   22.62906444          0.452581289              -999.0                -999.0                    -999.0                  -999.0                      -999.0                  -999.0                      -999.0                  -999.0                      -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   21.39667935          0.427933587              -999           -999               -999.0         -999.0             -999.0         -999.0             -999.0          -999.0              15.94399131   2.807768757       24.64031463   3.279157711       -999.0        -999.0            38.01854122   5.960736986       97.10156933    6.700008284        159.8182051    14.54345667        316.2468795    154.6447241        2640.135695    -2640.135695       124.0          0.267              179.0          0.446              242.0          1.58               340.0          2.68               782              11.9                 -999.0          -999.0              -999.0           -999.0               -999.0            -999.0                -999.0           -999.0               -999.0           -999.0               -999.0           -999.0
cid_72     2.472042   2.472042   0  0       -999.0      -999.0          0.355973    0.125691        -999.0      -999.0          1.132623    0.903087        -999.0       -999.0           -999.0      -999.0          -999.0      -999.0          0.801636    0.737096        2.43659     0.424511        3.399759    0.274229        -999.0       -999.0           3.621803266  0.152507582      -999.0       -999.0           5.078044424  0.865862181      -999.0        -999.0            -999.0       -999.0           -999.0       -999.0           11.53914319  0.771692743      10.20718813  0.424053771      10.52827105  0.291786701      -999.0           -999.0               -999.0           -999.0               3.077019503         1.202172135             5.476691134         0.597191545             5.886352269         0.966325957             7.843939746         1.48744551              6.482854118         5.323477991             -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0                -999.0                    -999.0                -999.0                    -999.0               -999.0                   3.492097194          0.237643679              -999.0               -999.0                   5.482591705          0.458449293              -999.0                -999.0                    -999.0                  -999.0                      -999.0                  -999.0                      -999.0                  -999.0                      -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   11.4494987           0.293662058              10.45649153          0.209129831              12.0777472           0.29006888               -999           -999               -999.0         -999.0             -999.0         -999.0             -999.0          -999.0              -999.0        -999.0            19.03446387   3.213150743       -999.0        -999.0            -999.0        -999.0            39.8131233     5.772902879        23.33599102    12.15805132        339.802249     161.7458705        2855.132377    -2855.132377       27.8           0.239              31.7           0.404              43.7           1.51               62.7           2.72               269              8.85                 -999.0          -999.0              -999.0           -999.0               -999.0            -999.0                3048.08          3409.78              2521.14          6588.11              -999.0           -999.0
cid_79     0.9808058  0.9808058  0  0       -999.0      -999.0          2.128297    0.160104        -999.0      -999.0          2.199637    0.0329          -999.0       -999.0           -999.0      -999.0          -999.0      -999.0          9.994623    0.211504        -999.0      -999.0          13.23699    0.15265         -999.0       -999.0           0.378427326  0.134056346      -999.0       -999.0           1.081239663  0.033195714      -999.0        -999.0            -999.0       -999.0           -999.0       -999.0           1.814952585  0.24581939       -999.0       -999.0           1.45497753   0.1828749        -999.0           -999.0               -999.0           -999.0               -999.0              -999.0                  -999.0              -999.0                  -999.0              -999.0                  -999.0              -999.0                  -999.0              -999.0                  -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0                -999.0                    -999.0                -999.0                    -999.0               -999.0                   2.013288202          0.039699011              -999.0               -999.0                   2.795029638          0.164720871              -999.0                -999.0                    -999.0                  -999.0                      -999.0                  -999.0                      -999.0                  -999.0                      -999.0               -999.0                   6.372450811          0.127449016              -999.0               -999.0                   10.21847632          0.06059526               -999.0               -999.0                   11.62000263          0.777832497              -999           -999               -999.0         -999.0             -999.0         -999.0             -999.0          -999.0              -999.0        -999.0            -999.0        -999.0            -999.0        -999.0            -999.0        -999.0            -999.0         -999.0             -999.0         -999.0             -999.0         -999.0             -999.0         -999.0             40.4           0.248              41.7           0.429              51.6           1.71               69.2           2.77               -999             -999.0               -999.0          -999.0              -999.0           -999.0               -999.0            -999.0                13642.1          3410.85              4700.32          6643.93              3955.15          5564.79
cid_87     1.602544   1.602544   0  0       -999.0      -999.0          0.200002    -0.200002       -999.0      -999.0          1.239606    0.0213          -999.0       -999.0           -999.0      -999.0          -999.0      -999.0          10.456864   0.0992          -999.0      -999.0          16.714762   0.106286        -999.0       -999.0           0.240395893  0.024039589      -999.0       -999.0           0.275690851  0.034693176      -999.0        -999.0            -999.0       -999.0           -999.0       -999.0           1.912535295  0.081995367      -999.0       -999.0           2.200852032  0.050219408      -999.0           -999.0               -999.0           -999.0               -999.0              -999.0                  -999.0              -999.0                  -999.0              -999.0                  -999.0              -999.0                  -999.0              -999.0                  -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0                -999.0                    -999.0                -999.0                    -999.0               -999.0                   0.379967057          0.031885318              -999.0               -999.0                   0.81738461           0.044111309              -999.0                -999.0                    -999.0                  -999.0                      -999.0                  -999.0                      -999.0                  -999.0                      -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   12.56569185          0.268279467              14.54340236          0.290868047              18.94462959          0.476096925              -999           -999               -999.0         -999.0             -999.0         -999.0             -999.0          -999.0              -999.0        -999.0            -999.0        -999.0            -999.0        -999.0            -999.0        -999.0            86.30307081    6.472730311        120.2337102    12.9852407         349.644136     -349.644136        2181.856827    -2181.856827       85.2           0.253              117.0          0.422              121.0          1.55               194.0          2.56               580              12.1                 -999.0          -999.0              -999.0           -999.0               -999.0            -999.0                -999.0           -999.0               -999.0           -999.0               -999.0           -999.0
ecdfs_391  1.221274   1.221274   0  0       0.316629    0.0428          0.721662    0.0977          2.083636    0.108335        2.663819    0.0174          4.935819     0.128515         -999.0      -999.0          -999.0      -999.0          9.460059    0.0133          13.238789   0.221031        14.758773   0.0264          12.75296642  0.048493861      11.81424682  0.004056404      11.01316977  0.062486177      7.140722293  0.038333175      9.059387524   0.096847413       -999.0       -999.0           -999.0       -999.0           7.821192405  0.005271244      9.699380729  0.145920434      11.53804807  0.022857943      0.635444         0.1297795            6.651019         0.1696489            -999.0              -999.0                  -999.0              -999.0                  -999.0              -999.0                  -999.0              -999.0                  -999.0              -999.0                  9.844323682  0.957439252      10.30258051  1.276726725      10.41901206  1.910409204      12.25705777  1.685137085      -999.0       -999.0           9.981327659           0.492719288               -999.0                -999.0                    -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   -999.0                -999.0                    -999.0                  -999.0                      -999.0                  -999.0                      -999.0                  -999.0                      -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   -999           -999               -999.0         -999.0             18.93207642    5.4003748          28.63852517     7.252821054         -999.0        -999.0            -999.0        -999.0            -999.0        -999.0            -999.0        -999.0            110.8731149    4.989290171        99.36335543    8.346521856        175.2371773    89.89667194        2167.835126    -2167.835126       78.5           0.907              94.7           1.15               129.0          4.7                127.0          6.15               -999             -999.0               3762.3          323.2               6466.7           200.5                6112.3            357.1                 30925.3          3393.26              18685.4          3892.62              2934.39          3995.32
lid_1273   1.620638   1.620638   0  0       -999.0      -999.0          -999.0      -999.0          -999.0      -999.0          1.299003    0.176632        -999.0       -999.0           -999.0      -999.0          -999.0      -999.0          -999.0      -999.0          8.994238    0.118748        -999.0      -999.0          -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           26.58256557  0.311079772      -999.0        -999.0            -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           24.73315353  0.190669609      -999.0       -999.0           1.804383         0.5480917            9.445601         0.8418049            22.71968203         1.622340018             19.7969483          0.620700253             28.22449947         0.885102804             32.10570781         1.098282648             27.51834106         4.061132007             -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0                -999.0                    -999.0                -999.0                    -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   24.99344284          0.499868857              -999.0                -999.0                    -999.0                  -999.0                      -999.0                  -999.0                      -999.0                  -999.0                      -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   -999           -999               -999.0         -999.0             -999.0         -999.0             -999.0          -999.0              32.40516588   4.145949328       31.49826619   3.300388332       -999.0        -999.0            -999.0        -999.0            104.4302335    6.579104708        167.1961408    13.71008355        542.0336501    159.8999268        2074.083559    -2074.083559       122.0          0.29               189.0          0.45               281.0          1.36               416.0          2.67               1390             11.4                 -999.0          -999.0              5484.2           1762.2               -999.0            -999.0                18894.0          3407.75              16783.5          6592.89              10380.4          5330.66
lid_1820   1.536443   1.536443   0  0       -999.0      -999.0          -999.0      -999.0          -999.0      -999.0          -999.0      -999.0          -999.0       -999.0           -999.0      -999.0          -999.0      -999.0          -999.0      -999.0          6.80704     1.065456        -999.0      -999.0          -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0        -999.0            -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           11.50977113  0.906471221      -999.0       -999.0           -999.0           -999.0               4.04806          0.4356036            20.26423666         1.351092852             24.16318889         0.606606225             25.1194571          0.838442765             29.73488402         1.265748596             25.01763482         4.197984141             -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0                -999.0                    12.95107779           0.259021556               -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   15.0989374           0.301978748              -999.0                -999.0                    -999.0                  -999.0                      -999.0                  -999.0                      -999.0                  -999.0                      -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   -999           -999               -999.0         -999.0             -999.0         -999.0             -999.0          -999.0              -999.0        -999.0            22.8885694    4.006918736       -999.0        -999.0            -999.0        -999.0            51.43115162    6.171738194        109.9578524    12.64515302        497.0799534    -497.0799534       2064.554011    -2064.554011       78.0           0.256              127.0          0.45               177.0          1.42               255.0          2.74               595              11.8                 -999.0          -999.0              -999.0           -999.0               -999.0            -999.0                -999.0           -999.0               -999.0           -999.0               -999.0           -999.0
lid_360    1.582554   1.582554   0  0       -999.0      -999.0          -999.0      -999.0          -999.0      -999.0          0.788346    0.472353        -999.0       -999.0           -999.0      -999.0          -999.0      -999.0          -999.0      -999.0          9.09851     1.313582        -999.0      -999.0          -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           50.22614584  1.284525899      -999.0        -999.0            -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           47.21525519  1.261659193      -999.0       -999.0           9.307465         2.138926             10.60872         1.910331             22.05353681         1.228540345             31.41161378         0.642762974             36.23950433         0.80490947              47.16004914         1.091280707             48.83444416         3.64621596              -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0                -999.0                    -999.0                -999.0                    -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   49.27491557          0.985498311              -999.0                -999.0                    -999.0                  -999.0                      -999.0                  -999.0                      -999.0                  -999.0                      -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   -999           -999               -999.0         -999.0             -999.0         -999.0             -999.0          -999.0              51.93922306   2.838218844       62.00596187   2.902561081       59.80257011   5.347486017       67.01842988   6.217366759       150.115746     7.806018794        287.0954098    16.07734295        971.0156933    181.5799346        4467.105907    -4467.105907       159.0          0.274              280.0          0.456              447.0          1.54               679.0          2.35               1700             8.29                 -999.0          -999.0              7229.9           1679.9               10979.9           2785.9                27091.7          3409.31              21217.6          6561.12              8670.83          5038.18
sxds_0328  0.8076194  0.8076194  0  0       -999.0      -999.0          -999.0      -999.0          -999.0      -999.0          -999.0      -999.0          -999.0       -999.0           -999.0      -999.0          -999.0      -999.0          11.277356   1.11096         -999.0      -999.0          14.899071   2.316352        -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0        -999.0            -999.0       -999.0           -999.0       -999.0           14.76149465  0.952076559      -999.0       -999.0           13.69997249  1.978449963      -999.0           -999.0               4.729672         0.1539365            1.796942783         1.088797102             5.088927327         0.516157176             8.240664798         0.607766746             12.1110626          0.908356945             14.92403466         3.601017338             -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0                -999.0                    -999.0                -999.0                    -999.0               -999.0                   8.440460138          0.56250256               -999.0               -999.0                   12.37729918          0.034860957              -999.0                -999.0                    -999.0                  -999.0                      -999.0                  -999.0                      -999.0                  -999.0                      -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   23.05717091          0.545250695              -999.0               -999.0                   25.75527819          0.110704152              -999           -999               29.82534314    3.299935616        29.00958052    4.706340286        38.77628948     6.370013731         -999.0        -999.0            -999.0        -999.0            -999.0        -999.0            -999.0        -999.0            84.41628756    5.233809828        70.47356622    10.2186671         253.9956325    -253.9956325       3224.23174     -3224.23174        78.5           0.192              71.4           0.29               82.2           0.713              85.2           1.59               474              9.84                 -999.0          -999.0              -999.0           -999.0               -999.0            -999.0                -999.0           -999.0               -999.0           -999.0               -999.0           -999.0
sxds_0491  1.342809   1.342809   0  0       -999.0      -999.0          -999.0      -999.0          -999.0      -999.0          -999.0      -999.0          -999.0       -999.0           -999.0      -999.0          -999.0      -999.0          10.112071   0.496121        13.17664    0.594946        16.814265   1.360761        -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0        -999.0            -999.0       -999.0           -999.0       -999.0           8.69482367   0.395639498      9.898719786  0.639187486      11.81381976  0.893097033      -999.0           -999.0               1.494402         0.1445245            3.547760131         1.181983473             6.331203149         0.532483372             9.736217091         0.615147924             11.99295624         0.87573238              9.286375677         3.542938977             -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0                -999.0                    -999.0                -999.0                    -999.0               -999.0                   6.484344462          0.264863839              -999.0               -999.0                   8.791158305          0.586520703              -999.0                -999.0                    -999.0                  -999.0                      -999.0                  -999.0                      -999.0                  -999.0                      -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   17.01477722          0.428848852              20.7790596           0.415581192              26.06552283          0.007739445              -999           -999               17.78832473    3.298880397        20.93398212    4.54236011         29.73200854     6.362203848         -999.0        -999.0            -999.0        -999.0            -999.0        -999.0            -999.0        -999.0            108.649129     5.649754706        105.3965145    10.22346191        394.4811439    -394.4811439       2647.440747    -2647.440747       92.1           0.206              115.0          0.297              136.0          0.857              182.0          1.52               997              9.83                 -999.0          -999.0              -999.0           -999.0               -999.0            -999.0                23373.6          4552.28              17633.0          7638.0               8432.15          6372.4
sxds_0610  0.9331599  0.9331599  0  0       -999.0      -999.0          -999.0      -999.0          -999.0      -999.0          -999.0      -999.0          -999.0       -999.0           -999.0      -999.0          -999.0      -999.0          12.515679   0.123852        14.265493   0.814669        18.312713   0.682026        -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0        -999.0            -999.0       -999.0           -999.0       -999.0           7.926208137  0.155016977      6.979462745  1.179975542      6.955411248  0.577847239      -999.0           -999.0               -999.0           -999.0               -999.0              -999.0                  -999.0              -999.0                  -999.0              -999.0                  -999.0              -999.0                  -999.0              -999.0                  -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0                -999.0                    -999.0                -999.0                    -999.0               -999.0                   7.1836673            0.502706004              -999.0               -999.0                   7.282260982          0.713651562              -999.0                -999.0                    -999.0                  -999.0                      -999.0                  -999.0                      -999.0                  -999.0                      -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   19.00579813          0.271924157              19.08915017          0.381783003              21.44303822          0.629476598              -999           -999               24.10501738    3.335893355        -999.0         -999.0             33.09294739     6.347889169         -999.0        -999.0            -999.0        -999.0            -999.0        -999.0            -999.0        -999.0            59.87234232    5.029276755        75.0284974     9.903761657        342.6306806    -342.6306806       1563.242123    -1563.242123       83.7           0.909              94.9           1.42               123.0          5.18               120.0          7.86               313              53.9                 -999.0          -999.0              -999.0           -999.0               -999.0            -999.0                -999.0           -999.0               -999.0           -999.0               -999.0           -999.0
sxds_0735  1.44229    1.44229    0  0       -999.0      -999.0          -999.0      -999.0          -999.0      -999.0          -999.0      -999.0          -999.0       -999.0           -999.0      -999.0          -999.0      -999.0          -999.0      -999.0          7.019129    0.258845        -999.0      -999.0          -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0        -999.0            -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           44.00218461  0.357571706      -999.0       -999.0           -999.0           -999.0               13.56948         1.393544             26.20222966         1.682628844             27.49680596         0.647922912             34.46658452         0.789695627             33.93518717         1.140205321             38.86353032         3.820565237             -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0       -999.0           -999.0                -999.0                    -999.0                -999.0                    -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   -999.0                -999.0                    -999.0                  -999.0                      -999.0                  -999.0                      -999.0                  -999.0                      -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   -999.0               -999.0                   -999           -999               46.31907191    3.307367011        53.15834469    4.56305915         52.59463541     6.33802173          -999.0        -999.0            -999.0        -999.0            -999.0        -999.0            -999.0        -999.0            116.6342897    6.414885934        175.398651     11.57631097        746.1501814    142.5146846        2803.020338    -2803.020338       144.0          1.16               231.0          1.79               336.0          7.41               497.0          9.68               1170             52.0                 -999.0          -999.0              -999.0           -999.0               -999.0            -999.0                -999.0           -999.0               -999.0           -999.0               -999.0           -999.0
